2026-01-23 06:58:25,772 | INFO     | __main__ | ======================================================================
2026-01-23 06:58:25,772 | INFO     | __main__ | UNSW-NB15 CLASS IMBALANCE STUDY (OPTIMIZED)
2026-01-23 06:58:25,772 | INFO     | __main__ | ======================================================================
2026-01-23 06:58:25,772 | INFO     | __main__ | Started at: 2026-01-23T06:58:25.772899
2026-01-23 06:58:25,773 | INFO     | __main__ | 
==================================================
2026-01-23 06:58:25,773 | INFO     | __main__ | PHASE 1: DATA PREPROCESSING
2026-01-23 06:58:25,773 | INFO     | __main__ | ==================================================
2026-01-23 06:58:25,774 | INFO     | src.data.loader | Dataset files validated successfully
2026-01-23 06:58:25,774 | INFO     | src.data.loader | Loading training data from dataset/UNSW_NB15_training-set.csv
2026-01-23 06:58:26,563 | INFO     | src.data.loader | Loaded 175,341 training samples with 45 columns
2026-01-23 06:58:26,564 | INFO     | src.data.loader | Training Set schema validated successfully (all required columns present).
2026-01-23 06:58:26,564 | INFO     | src.data.loader | Loading test data from dataset/UNSW_NB15_testing-set.csv
2026-01-23 06:58:26,930 | INFO     | src.data.loader | Loaded 82,332 test samples with 45 columns
2026-01-23 06:58:26,931 | INFO     | src.data.loader | Test Set schema validated successfully (all required columns present).
2026-01-23 06:58:26,932 | INFO     | src.data.preprocessing | ============================================================
2026-01-23 06:58:26,932 | INFO     | src.data.preprocessing | Starting preprocessing pipeline
2026-01-23 06:58:26,932 | INFO     | src.data.preprocessing | ============================================================
2026-01-23 06:58:26,933 | INFO     | src.data.preprocessing | Identified 39 numerical features
2026-01-23 06:58:26,933 | INFO     | src.data.preprocessing | Identified 3 categorical features
2026-01-23 06:58:26,933 | INFO     | src.data.preprocessing | Creating 80%/20% train/val split
2026-01-23 06:58:27,248 | INFO     | src.data.preprocessing | Training samples: 140,272
2026-01-23 06:58:27,248 | INFO     | src.data.preprocessing | Validation samples: 35,069
2026-01-23 06:58:27,248 | INFO     | src.data.preprocessing | Test samples: 82,332
2026-01-23 06:58:27,305 | INFO     | src.data.preprocessing | Label mapping: {'Analysis': 0, 'Backdoor': 1, 'DoS': 2, 'Exploits': 3, 'Fuzzers': 4, 'Generic': 5, 'Normal': 6, 'Reconnaissance': 7, 'Shellcode': 8, 'Worms': 9}
2026-01-23 06:58:27,412 | INFO     | src.data.preprocessing | Fitting preprocessor on training data...
2026-01-23 06:58:28,928 | INFO     | src.data.preprocessing | Transforming validation and test data...
2026-01-23 06:58:29,443 | INFO     | src.data.preprocessing | Extracted 194 feature names
